,1JHC,2JHH,1JHN,2JHC,2JHN,3JHC,3JHH,3JHN
0,395.6491877609397,10.995517972642716,687.9971655096593,15.460091198365555,11.638008199870928,6.636744225804128,8.154726391486248,2.708033994062608
1,59.47151859779671,4.537343664479754,111.76554650745078,13.375929985830565,8.551698393290993,5.733123548935987,5.868788987486229,1.3895131258831168
2,55.614460171017086,3.987569081803603,92.06267812873763,12.773103945864484,8.010296078749224,5.477594347093786,4.9207374140588485,1.2857744242402966
3,51.80688325810598,3.7290736517604164,84.10362132527256,12.401533283939745,7.457230591284627,5.321293244470331,4.570262781376937,1.2225419965888134
4,49.857132895276585,3.4925648329577643,79.62531059063997,12.105401785816367,6.989966798249095,5.197053084328476,4.300582437615549,1.1762974573451266
5,49.219144745549244,3.5268999173487887,76.23800179230828,11.862493620791724,6.561820960365944,5.09159858690663,4.1509115091426505,1.1212657106133963
6,46.731161785465694,3.4474523041928444,71.2675035198374,11.714229898281795,6.276666356337051,4.998892002254876,4.011452605203383,1.0947302851445526
7,45.84419382953323,3.5412613596903504,64.75597077292271,11.51978716171376,6.04034724971122,4.9174037659425505,3.882478402778368,1.0594239283290277
8,45.0528552111664,3.2556530788405196,56.3731548933658,11.356937928656523,5.776016485139692,4.840224655560236,3.783192420097567,1.0335283513004383
9,43.77432524422512,3.3350035561775586,33.065170928847536,11.204055335289908,5.595060163188968,4.778244454748016,3.701795652565067,1.0029650959093785
10,43.22108366863134,3.0587704294532054,21.07280570985878,11.070315380729784,5.463512657170261,4.714507375283103,3.6248676904460986,0.9798909013783598
11,42.61261818631722,3.0528577166739526,18.410566442226248,10.985749802444559,5.335719185228978,4.662059151093514,3.5455404596891147,0.9601988665295356
12,41.65033267856381,2.989436999291243,15.111741004740717,10.854573292523568,5.111249194583754,4.5973175207819565,3.469687332262394,0.9458480878346729
13,41.151331926208556,2.9741701446200106,13.978089307438017,10.696636096895515,5.015754845261163,4.562747859231301,3.4268235297651746,0.924505450286073
14,40.46597757312232,2.855609764026208,13.108717845706646,10.647466701373869,4.850202295084628,4.510709462472344,3.3704602994560924,0.9209225378293925
15,40.35185544279046,2.8324967497479805,12.470936309199082,10.527331567243134,4.740577784709662,4.458861469269487,3.318483297034501,0.9138323570419932
16,39.77315202642699,2.8929893353423,11.683564454200404,10.387214029181232,4.656291385115101,4.416186355877777,3.278836692016193,0.8965521197647068
17,39.932984291976524,2.77964810794357,11.732277206763435,10.338849566740125,4.577676843020217,4.384769901422607,3.22385353595172,0.8841495556430499
18,38.97760360663104,2.752455794310748,11.118748371858132,10.233924116257219,4.501751516107509,4.341892713008074,3.167709013614239,0.870306544042936
19,38.53278918728514,2.735144766089647,11.180509542616065,10.175819806943073,4.375342380137014,4.307002805888595,3.1382010125386297,0.8594603469385828
20,38.149472390090416,2.8122633203780643,10.478293303128977,10.058932595591335,4.356707781426722,4.260813049485566,3.0837965219141616,0.8497582121106315
21,37.95471053033421,2.7136840197416894,10.528470049574057,9.974525565601493,4.27523619618671,4.2265495805202224,3.0555189199993,0.8421681358430805
22,37.666501545931986,2.681654692099097,10.431210588083289,9.902418438955834,4.23824191348303,4.206598241119987,3.0092859121440356,0.8303088534022295
23,37.21375415324984,2.7363256627722774,10.22910401516812,9.819745121033932,4.163024488360746,4.150283341289999,2.990041196137345,0.8227733735298771
24,36.95551181663002,2.6211870191282762,9.695500766661546,9.713732121212306,4.08723276925147,4.129859328065122,2.9424480179493613,0.8124893258762373
25,36.85262394073003,2.6747298291007593,9.878811531295916,9.712204740585511,3.949061254152065,4.094518922433084,2.9368312110916612,0.8035442764790501
26,36.311381269055566,2.64149634902419,10.266045606469275,9.600684946481753,3.9261339174035066,4.062195197391739,2.8944449010964757,0.8041728517222128
27,35.65327144088222,2.58498599587225,9.833190088264626,9.504529939899165,3.876015977195183,4.070785283743702,2.8634236587905515,0.7950666524264298
28,35.83946790968639,2.657922173954939,9.945335417806993,9.489115262989598,3.843000403546316,4.001861848066544,2.825091973941624,0.7873264004799555
29,35.83174263898974,2.582140749807006,9.804302803812249,9.384576957665237,3.792618311780217,3.988400511108362,2.7932502916157635,0.781387534156855
30,35.54819405937613,2.6060196433523486,11.786648998992371,9.336818918745202,3.772687186550812,3.9536543695353292,2.7603751131821124,0.7796369878462608
31,35.38080373477762,2.7893270979696796,12.610132651800775,9.285055060367377,3.7060144620166278,3.9284678744517363,2.7498756626298135,0.7673668050249127
32,34.93956902578066,2.5663144120058345,,9.188328841771066,3.632942252662701,3.924903995602011,2.7211159875576616,0.768893291233563
33,34.77606419052524,2.609354402783509,,9.122620226774087,3.603771606999671,3.878727146245196,2.716066010408495,0.7653944121471896
34,34.66864299496898,3.037380881642571,,9.069705442277145,3.496218630255253,3.86634872233145,2.677732999779218,0.7578310879730972
35,34.509862919130754,2.7414382947399214,,9.008592896629208,3.519906989793361,3.8503905769050837,2.6373901666009605,0.7534292203681667
36,34.64686901451336,2.5991610952453117,,8.955042307383772,3.467333768900711,3.828846389613805,2.6119620323967743,0.7437727939952397
37,33.736766941759335,2.5630504723424683,,8.873037999391292,3.4425802082534114,3.7946358703981287,2.589687649372378,0.7402008554770055
38,33.54682397275636,2.510241581598237,,8.855828264026039,3.4347926326070697,3.789568472976251,2.575843503978443,0.7358828762989282
39,33.80460665867058,2.468458809793044,,8.773678686374218,3.3632929017129802,3.749856130212183,2.5449902709140524,0.7362545661771388
40,33.21761365872475,2.4740010320350443,,8.713065177685298,3.3158207890760574,3.7264525619276845,2.5371485738067974,0.7234484144952352
41,33.324770250627296,2.4396412919556343,,8.667152113064281,3.3097001907868706,3.7081177938085235,2.5044743392514857,0.7135623388987096
42,33.07633562913181,2.417860835470094,,8.633699139205229,3.2629212064213133,3.693636884341852,2.497679166641749,0.7081499860359318
43,32.89579078898586,2.423947900397981,,8.575212970813766,3.213359560190301,3.680172285790172,2.469354521557182,0.7046094601522527
44,32.72005911420621,2.424208887025964,,8.522428206938146,3.1927496528014263,3.6699062391101633,2.442488836630881,0.6989993655459293
45,32.43495143930487,2.4987177242807697,,8.494957952724269,3.1766854244797718,3.657132191119316,2.428161624428562,0.6930109963908537
46,32.59893198698632,2.4064917883233696,,8.3719499201008,3.1464093554540096,3.6407825944271797,2.3966936523197067,0.6960693928130672
47,32.471519319778444,2.3919936190042876,,8.351893123063725,3.1093673804740973,3.6133581768014236,2.4021787208882843,0.6870995733430058
48,32.30191044639366,2.400455273957684,,8.319109121179242,3.096385228599004,3.577600855166068,2.375562467561308,0.6821732756862772
49,31.979469528856256,2.373360484766838,,8.322321042155615,3.048739600439152,3.590907314437965,2.334236301108401,0.6865470987643572
50,32.10113500794363,2.3448937500722753,,8.208694548659253,3.028441972330742,3.5556880046417305,2.3265757932393556,0.6695013551233301
51,31.548271241494135,2.3720884199509,,8.204266983993442,3.0178817395837267,3.531931114169868,2.3197224764113034,0.6694346915630689
52,31.582714282216763,2.297424265563304,,8.13684710099172,2.9634029252085408,3.5293411735203692,2.281845229459764,0.6656188193840112
53,31.466878444070147,2.344895402142914,,8.07674364227726,2.90412355761232,3.5460178618652596,2.2643588172282474,0.6606477767016681
54,31.344863778419494,2.300034124062611,,8.04042023126651,2.9045113310774764,3.500064145029236,2.255308411286716,0.6566467733253084
55,31.28842511864439,2.4708110297460864,,7.9809865478574045,2.897065489124112,3.478078093527609,2.235396211495866,0.6488293547444365
56,31.408177579366185,2.4068003842256673,,7.930056438261091,2.9287415762592404,3.4903394334384217,2.2304283937798948,0.6477799851301396
57,31.054659366037622,2.3289829155287443,,7.920355208645986,2.791832470526636,3.471739110387667,2.234933717339807,0.6493745461726848
58,30.835416637448745,2.3009941119325243,,7.86213227876479,2.7941759358096405,3.462376360727808,2.1858800063142088,0.6407846578538572
59,30.930702027024264,2.3132753642131108,,7.836601312904318,2.763706169855483,3.4440214322347407,2.177394579190865,0.6315646033142429
60,30.73458919136828,,,7.799613696524643,2.7905832743200407,3.4014249279263624,2.1675327660759027,0.6399186829854016
61,30.500752381653392,,,7.75409149912025,2.729446408209679,3.4252941351582367,2.1472636100901585,0.6241393182404952
62,30.758848645391843,,,7.711649851965026,2.682433445320135,3.420091169941413,2.1239096148291505,0.6281271571469039
63,30.3398477117444,,,7.691440279924768,2.7079341133390784,3.3995301591988913,2.110412644581235,0.6261001119321843
64,30.33825776585598,,,7.664030721986358,2.6850659478380168,3.3862427894434326,2.1114232821213483,0.6185118776696348
65,30.091972082730074,,,7.608469260350176,2.645817623252639,3.366174302841735,2.085245493109902,0.6123341756962543
66,30.18137071872158,,,7.519190303557682,2.6658905810574174,3.346474793778579,2.078374260471026,0.6067673344847523
67,29.784497084423403,,,7.507946183524772,2.642733794725499,3.353909084847287,2.0692761232700696,0.6044886307211386
68,29.87394445108209,,,7.502460776464958,2.6192340991857015,3.334947309065232,2.055757103961672,0.6010648326690479
69,29.825912784243016,,,7.438373940948272,2.589458387397959,3.332790485571695,2.0296345806685547,0.5947436251815095
70,29.767235542903215,,,7.444516574999051,2.599362843680691,3.309914052665865,2.03371047491437,0.5938185856347822
71,29.531893238386452,,,7.38111840948784,2.528108341270499,3.3231381192001423,2.0124333509342542,0.5910722756587299
72,29.678875248173462,,,7.3590565050941175,2.5104351027362024,3.280916819370581,2.003964531367583,0.5918971461642663
73,29.432264152112623,,,7.355161281255984,2.487198875655625,3.280539017532616,1.9828008001666273,0.5910293893735383
74,29.491419364993927,,,7.298666974361601,2.5127259023965003,3.2756387364248827,1.98549903189655,0.5805768807298529
75,29.237151053105784,,,7.271803292621759,2.4688904745559794,3.2753738967174506,1.9646832354782096,0.5743928567713646
76,29.175396948992642,,,7.224867309564921,2.4517404955459905,3.281382020599368,1.951973617617654,0.5739915720690258
77,29.061649420887925,,,7.218570880805947,2.4814292563631914,3.2631113598103463,1.9318949077389758,0.5744099140335972
78,28.880617531888333,,,7.212246495350728,2.486120459299051,3.2410772816737117,1.9309955768932943,0.5707149324841104
79,29.13904572295787,,,7.143776961855971,2.4105978666953702,3.237164147797367,1.928886524860257,0.5692891816291095
80,28.994182351908403,,,7.148041772770746,2.3706620247973125,3.22860017791556,1.9164433580172808,0.5634975228237085
81,28.640517823800216,,,7.104652591138448,2.417732644173125,3.212649598866804,1.8999215850625892,0.5521643423042624
82,28.934923112815866,,,7.100491984541371,2.3828788864608916,3.209059890360121,1.8905836384282815,0.5570396103276879
83,28.637596315271878,,,7.076633549045398,2.326410686166506,3.1951997140458217,1.8861519105983884,0.5514093290729414
84,28.48097423999458,,,7.056082081870666,2.359029295038914,3.197598779396318,1.861083227221077,0.5493412123311667
85,28.571862150309528,,,7.011752914827011,2.338913575648887,3.1769599670647986,1.8692968443534868,0.5489707726501304
86,28.41546640904542,,,6.982610672860554,2.317230382094885,3.1944290335450862,1.8517148820335771,0.5401789181672093
